电影编号,电影名称原始,上映日期,视频上映日期,链接,未知,动作,冒险,动画,儿童,喜剧,犯罪,纪录片,剧情,奇幻,黑色电影,恐怖,音乐,悬疑,爱情,科幻,惊悚,战争,西部,电影名称,上映年份,被评分次数,平均评分,评分标准差,类型数量
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",1996-07-19,,"http://us.imdb.com/M/title-exact?Bewegte%20Mann,%20Der%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maybe, Maybe Not (Bewegte Mann, Der)",1994.0,8,3.5,1.1952286093343936,1
1203,Top Hat (1935),1935-01-01,,http://us.imdb.com/M/title-exact?Top%20Hat%20(1935),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Top Hat,1935.0,21,4.0476190476190474,1.1169686869465265,3
1204,To Be or Not to Be (1942),1942-01-01,,http://us.imdb.com/M/title-exact?To%20Be%20or%20Not%20to%20Be%20(1942),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,To Be or Not to Be,1942.0,18,3.611111111111111,0.9164438231805326,3
1205,"Secret Agent, The (1996)",1996-11-08,,"http://us.imdb.com/M/title-exact?Secret%20Agent,%20The%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Secret Agent, The",1996.0,6,3.0,1.2649110640673518,1
1206,Amos & Andrew (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Amos%20&%20Andrew%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Amos & Andrew,1993.0,19,2.6842105263157894,1.002919714242558,1
1207,Jade (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Jade%20(1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jade,1995.0,17,2.2941176470588234,1.1599949289950011,1
1208,Kiss of Death (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Kiss%20of%20Death%20(1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Kiss of Death,1995.0,20,2.85,0.9333020044867296,3
1209,Mixed Nuts (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Mixed%20Nuts%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mixed Nuts,1994.0,15,2.533333333333333,1.0600988273786192,1
1210,Virtuosity (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Virtuosity%20(1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Virtuosity,1995.0,38,2.736842105263158,1.1782765821848356,2
1211,Blue Sky (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Blue%20Sky%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Blue Sky,1994.0,12,3.4166666666666665,0.7929614610987591,2
1212,Flesh and Bone (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Flesh%20and%20Bone%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Flesh and Bone,1993.0,6,2.8333333333333335,0.983192080250175,3
1213,Guilty as Sin (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Guilty%20as%20Sin%20(1993),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Guilty as Sin,1993.0,6,2.1666666666666665,0.752772652709081,3
1214,In the Realm of the Senses (Ai no corrida) (1976),1976-03-08,,http://us.imdb.com/M/title-exact?Ai%20no%20Corrida%20(1976),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,In the Realm of the Senses (Ai no corrida),1976.0,9,2.0,0.9999999999999999,1
1215,Barb Wire (1996),1996-05-03,,http://us.imdb.com/M/title-exact?Barb%20Wire%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Barb Wire,1996.0,30,1.9333333333333333,0.9802650357071218,2
1216,Kissed (1996),1997-04-18,,http://us.imdb.com/M/title-exact?Kissed%20%281996%29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Kissed,1996.0,6,3.0,0.8944271909999159,1
1217,Assassins (1995),1995-01-01,,http://us.imdb.com/Title?Assassins+(1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Assassins,1995.0,39,2.871794871794872,1.1280977743059606,1
1218,Friday (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Friday%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,1995.0,26,3.4615384615384617,0.9478721108153455,1
1219,"Goofy Movie, A (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Goofy%20Movie,%20A%20(1995)",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Goofy Movie, A",1995.0,20,2.9,1.020835571068081,4
1220,Higher Learning (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Higher%20Learning%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Higher Learning,1995.0,30,3.3333333333333335,1.18418699983352,1
1221,When a Man Loves a Woman (1994),1994-01-01,,http://us.imdb.com/M/title-exact?When%20a%20Man%20Loves%20a%20Woman%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,When a Man Loves a Woman,1994.0,39,3.4871794871794872,1.0226846731132635,1
1222,Judgment Night (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Judgment%20Night%20(1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Judgment Night,1993.0,25,2.68,0.9882644720249062,1
1223,King of the Hill (1993),1993-01-01,,http://us.imdb.com/M/title-exact?King%20of%20the%20Hill%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,King of the Hill,1993.0,4,3.5,0.5773502691896257,1
1224,"Scout, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Scout,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Scout, The",1994.0,12,2.6666666666666665,0.8876253645985945,1
1225,Angus (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Angus%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Angus,1995.0,14,2.642857142857143,0.744946343668492,1
1226,Night Falls on Manhattan (1997),1997-05-16,,http://us.imdb.com/M/title-exact?Night%20Falls%20on%20Manhattan%20(1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Night Falls on Manhattan,1997.0,32,3.375,0.7931155389125321,2
1227,"Awfully Big Adventure, An (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Awfully%20Big%20Adventure,%20An%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Awfully Big Adventure, An",1995.0,8,2.375,1.0606601717798212,1
1228,Under Siege 2: Dark Territory (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Under%20Siege%202:%20Dark%20Territory%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under Siege 2: Dark Territory,1995.0,48,2.4583333333333335,1.0710570108856838,1
1229,Poison Ivy II (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Poison%20Ivy%20II%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Poison Ivy II,1995.0,13,2.1538461538461537,1.1435437497937313,2
1230,Ready to Wear (Pret-A-Porter) (1994),1994-01-01,,http://us.imdb.com/Title?Pr%EAt-%E0-Porter+(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready to Wear (Pret-A-Porter),1994.0,18,1.8333333333333333,0.7859052479933757,1
1231,Marked for Death (1990),1990-01-01,,http://us.imdb.com/M/title-exact?Marked%20for%20Death%20(1990),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Marked for Death,1990.0,22,2.5,0.9128709291752769,2
1232,Madonna: Truth or Dare (1991),1991-01-01,,http://us.imdb.com/M/title-exact?Madonna:%20Truth%20or%20Dare%20(1991),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Madonna: Truth or Dare,1991.0,17,2.4705882352941178,1.1245914290767742,1
1233,Nénette et Boni (1996),1996-01-01,,http://us.imdb.com/Title?N%E9nette+et+Boni+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nénette et Boni,1996.0,6,3.5,1.51657508881031,1
1234,Chairman of the Board (1998),1998-01-01,,http://us.imdb.com/Title?Chairman+of+the+Board+(1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Chairman of the Board,1998.0,8,2.375,1.5979898086569355,1
1235,"Big Bang Theory, The (1994)",1994-01-01,,http://us.imdb.com/M/title-exact?imdb-title-109266,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Big Bang Theory, The",1994.0,1,4.0,0.0,1
1236,"Other Voices, Other Rooms (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-119845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Other Voices, Other Rooms",1997.0,1,3.0,0.0,1
1237,Twisted (1996),1996-01-01,,http://us.imdb.com/M/title-exact?imdb-title-117994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Twisted,1996.0,6,3.5,0.8366600265340756,2
1238,Full Speed (1996),1996-01-01,,http://us.imdb.com/M/title-exact?imdb-title-118230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Full Speed,1996.0,8,3.125,1.1259916264596033,1
1239,Cutthroat Island (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Cutthroat%20Island%20(1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cutthroat Island,1995.0,18,2.4444444444444446,1.247219128924647,3
1240,Ghost in the Shell (Kokaku kidotai) (1995),1996-04-12,,http://us.imdb.com/M/title-exact?Kokaku%20Kidotai%20(1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Ghost in the Shell (Kokaku kidotai),1995.0,26,3.6538461538461537,1.3249092857190696,2
1241,"Van, The (1996)",1997-06-27,,http://us.imdb.com/M/title-exact?Van%2C%20The%20(1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Van, The",1996.0,6,2.6666666666666665,1.2110601416389966,2
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",1991-01-01,,"http://us.imdb.com/M/title-exact?Vieille%20qui%20marchait%20dans%20la%20mer,%20La%20(1991)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",1991.0,5,2.6,1.816590212458495,1
1243,Night Flier (1997),1998-02-06,,http://us.imdb.com/M/title-exact?Night+Flier+(1997),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Night Flier,1997.0,7,3.7142857142857144,0.7559289460184544,1
1244,Metro (1997),1997-01-17,,http://us.imdb.com/M/title-exact?Metro%20(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metro,1997.0,36,2.9166666666666665,0.9373214115613856,1
1245,Gridlock'd (1997),1997-01-29,,http://us.imdb.com/M/title-exact?Gridlock'd%20(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Gridlock'd,1997.0,19,3.210526315789474,1.3156725094212403,1
1246,Bushwhacked (1995),1995-01-01,,http://us.imdb.com/Title?Bushwhacked+(1995/I),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bushwhacked,1995.0,7,1.5714285714285714,0.7867957924694431,1
1247,Bad Girls (1994),1994-01-01,,http://us.imdb.com/Title?Bad+Girls+(1994/I),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bad Girls,1994.0,6,1.8333333333333333,0.752772652709081,1
1248,Blink (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Blink%20(1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Blink,1994.0,19,3.0,0.74535599249993,1
1249,For Love or Money (1993),1993-01-01,,http://us.imdb.com/M/title-exact?For%20Love%20or%20Money%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,For Love or Money,1993.0,12,2.8333333333333335,0.8348471099367218,1
1250,Best of the Best 3: No Turning Back (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Best%20of%20the%20Best%203:%20No%20Turning%20Back%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Best of the Best 3: No Turning Back,1995.0,6,1.5,0.8366600265340756,1
1251,A Chef in Love (1996),1997-04-25,,http://us.imdb.com/M/title-exact?Mille%20et%20une%20recettes%20du%20cuisinier%20amoureux%2C%20Les%20%281996%29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A Chef in Love,1996.0,8,4.125,0.8345229603962802,1
1252,"Contempt (Mépris, Le) (1963)",1997-06-27,,http://us.imdb.com/M/title-exact?M%E9pris%2C+Le+(1963),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Contempt (Mépris, Le)",1963.0,9,3.0,1.3228756555322951,1
1253,"Tie That Binds, The (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Tie%20That%20Binds,%20The%20(1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Tie That Binds, The",1995.0,7,2.4285714285714284,1.2724180205607034,1
1254,Gone Fishin' (1997),1997-05-30,,http://us.imdb.com/M/title-exact?Gone%20Fishin'%20(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Gone Fishin',1997.0,11,1.8181818181818181,0.873862897505303,1
1255,Broken English (1996),1997-05-02,,http://us.imdb.com/M/title-exact?Broken%20English%20%281996%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Broken English,1996.0,8,2.25,1.0350983390135313,1
1256,"Designated Mourner, The (1997)",1997-05-23,,http://us.imdb.com/M/title-exact?Designated%20Mourner%2C%20The%20%281997%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Designated Mourner, The",1997.0,3,2.0,1.0,1
1257,"Designated Mourner, The (1997)",1997-05-23,,http://us.imdb.com/M/title-exact?Designated%20Mourner%2C%20The%20%281997%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Designated Mourner, The",1997.0,4,1.75,0.9574271077563381,1
1258,Trial and Error (1997),1997-05-30,,http://us.imdb.com/M/title-exact?Trial%20and%20Error%20%281997%29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Trial and Error,1997.0,23,2.5217391304347827,1.122884484360431,2
1259,Pie in the Sky (1995),1996-02-09,,http://us.imdb.com/M/title-exact?Pie%20in%20the%20Sky%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Pie in the Sky,1995.0,4,2.0,1.1547005383792515,2
1260,Total Eclipse (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Total%20Eclipse%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Total Eclipse,1995.0,4,2.75,1.707825127659933,1
1261,"Run of the Country, The (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Run%20of%20the%20Country,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Run of the Country, The",1995.0,4,3.25,1.5,1
1262,Walking and Talking (1996),1996-07-12,,http://us.imdb.com/M/title-exact?Walking%20and%20Talking%20(1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Walking and Talking,1996.0,8,3.625,1.1877349391654206,1
1263,Foxfire (1996),1996-08-23,,http://us.imdb.com/M/title-exact?Foxfire%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Foxfire,1996.0,15,2.933333333333333,0.8837151016885368,1
1264,Nothing to Lose (1994),1996-08-16,,http://us.imdb.com/M/title-exact?Nothing%20to%20Lose%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nothing to Lose,1994.0,7,3.2857142857142856,0.7559289460184544,1
1265,Star Maps (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Star+Maps+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Star Maps,1997.0,19,3.0526315789473686,1.26814318375447,1
1266,Bread and Chocolate (Pane e cioccolata) (1973),1973-01-01,,http://us.imdb.com/M/title-exact?Pane%20e%20Cioccolata%20(1973),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bread and Chocolate (Pane e cioccolata),1973.0,12,3.1666666666666665,1.4034589305344742,1
1267,Clockers (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Clockers%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Clockers,1995.0,33,3.0,0.9013878188659974,1
1268,Bitter Moon (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Lunes%20de%20fiel%20(1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bitter Moon,1992.0,10,3.3,1.4181364924121764,1
1269,Love in the Afternoon (1957),1957-01-01,,http://us.imdb.com/M/title-exact?Love%20in%20the%20Afternoon%20(1957),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Love in the Afternoon,1957.0,10,3.9,1.1005049346146119,2
1270,Life with Mikey (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Life%20with%20Mikey%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Life with Mikey,1993.0,7,2.2857142857142856,0.951189731211342,1
1271,North (1994),1994-01-01,,http://us.imdb.com/M/title-exact?North%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North,1994.0,7,2.7142857142857144,0.9511897312113419,1
1272,Talking About Sex (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Talking%20About%20Sex%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Talking About Sex,1994.0,5,1.8,1.0954451150103321,2
1273,Color of Night (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Color%20of%20Night%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Color of Night,1994.0,15,2.7333333333333334,0.961150104723255,2
1274,Robocop 3 (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Robocop%203%20(1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Robocop 3,1993.0,11,1.7272727272727273,0.7862453931068965,2
1275,Killer (Bulletproof Heart) (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Killer%20(1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Killer (Bulletproof Heart),1994.0,4,2.5,1.9148542155126762,1
1276,Sunset Park (1996),1996-04-26,,http://us.imdb.com/M/title-exact?Sunset%20Park%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sunset Park,1996.0,8,2.5,1.1952286093343936,1
1277,Set It Off (1996),1996-09-25,,http://us.imdb.com/M/title-exact?Set%20It%20Off%20(1996),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Set It Off,1996.0,19,3.4210526315789473,1.121298328510512,2
1278,Selena (1997),1997-03-21,,http://us.imdb.com/M/title-exact?Selena%20(1997),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Selena,1997.0,16,3.625,1.2583057392117916,2
1279,Wild America (1997),1997-07-04,,http://us.imdb.com/M/title-exact?Wild+America+(1997),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wild America,1997.0,9,2.888888888888889,0.927960727138337,2
1280,Gang Related (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Gang+Related+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Gang Related,1997.0,16,2.6875,1.4476993242152645,1
1281,Manny & Lo (1996),1996-07-26,,http://us.imdb.com/M/title-exact?Manny%20&%20Lo%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Manny & Lo,1996.0,13,3.1538461538461537,1.0681880176381129,1
1282,"Grass Harp, The (1995)",1996-10-11,,"http://us.imdb.com/M/title-exact?Grass%20Harp,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Grass Harp, The",1995.0,9,3.2222222222222223,1.3017082793177757,1
1283,Out to Sea (1997),1997-07-04,,http://us.imdb.com/M/title-exact?Out+to+Sea+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Out to Sea,1997.0,19,2.6842105263157894,1.1572300058975775,1
1284,Before and After (1996),1996-02-23,,http://us.imdb.com/M/title-exact?Before%20and%20After%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Before and After,1996.0,26,2.8461538461538463,1.007662947311558,2
1285,Princess Caraboo (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Princess%20Caraboo%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Princess Caraboo,1994.0,15,3.1333333333333333,0.6399404734221844,1
1286,Shall We Dance? (1937),1937-01-01,,http://us.imdb.com/M/title-exact?Shall%20We%20Dance?%20(1937),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Shall We Dance?,1937.0,17,3.7058823529411766,1.1048023512348795,3
1287,Ed (1996),1996-03-08,,http://us.imdb.com/M/title-exact?Ed%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ed,1996.0,6,1.3333333333333333,0.5163977794943223,1
1288,Denise Calls Up (1995),1996-03-29,,http://us.imdb.com/M/title-exact?Denise%20Calls%20Up%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Denise Calls Up,1995.0,7,3.0,1.414213562373095,1
1289,Jack and Sarah (1995),1996-03-22,,http://us.imdb.com/M/title-exact?Jack%20and%20Sarah%20(1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jack and Sarah,1995.0,7,2.142857142857143,1.0690449676496976,1
1290,Country Life (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Country%20Life%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Country Life,1994.0,2,1.5,0.7071067811865476,2
1291,Celtic Pride (1996),1996-04-19,,http://us.imdb.com/M/title-exact?Celtic%20Pride%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Celtic Pride,1996.0,15,2.2,1.01418510567422,1
1292,"Simple Wish, A (1997)",1997-07-11,,http://us.imdb.com/M/title-exact?Simple+Wish%2C+A+(1997),0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Simple Wish, A",1997.0,3,1.6666666666666667,1.1547005383792517,2
1293,Star Kid (1997),1998-01-16,,http://us.imdb.com/M/title-exact?imdb-title-120478,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Star Kid,1997.0,3,5.0,0.0,4
1294,Ayn Rand: A Sense of Life (1997),1998-02-13,,http://us.imdb.com/Title?Ayn+Rand%3A+A+Sense+of+Life+(1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ayn Rand: A Sense of Life,1997.0,7,3.142857142857143,1.5735915849388864,1
1295,Kicked in the Head (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Kicked+in+the+Head+(1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Kicked in the Head,1997.0,7,2.5714285714285716,1.3972762620115438,2
1296,Indian Summer (1996),1996-01-01,,http://us.imdb.com/M/title-exact?Indian+Summer+(1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Indian Summer,1996.0,20,3.25,1.25131509768092,2
1297,Love Affair (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Love%20Affair%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Love Affair,1994.0,12,2.8333333333333335,1.1934162828797101,2
1298,"Band Wagon, The (1953)",1953-01-01,,"http://us.imdb.com/M/title-exact?Band%20Wagon,%20The%20(1953)",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Band Wagon, The",1953.0,9,3.6666666666666665,1.118033988749895,2
1299,Penny Serenade (1941),1941-01-01,,http://us.imdb.com/M/title-exact?Penny%20Serenade%20(1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Penny Serenade,1941.0,8,3.0,0.9258200997725514,2
1300,'Til There Was You (1997),1997-05-30,,http://us.imdb.com/Title?%27Til+There+Was+You+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,'Til There Was You,1997.0,9,2.3333333333333335,1.0,2
1301,Stripes (1981),1981-01-01,,http://us.imdb.com/M/title-exact?Stripes+(1981),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Stripes,1981.0,5,3.8,0.8366600265340756,1
1302,Late Bloomers (1996),1997-06-06,,http://us.imdb.com/M/title-exact?Late%20Bloomers%20%281996%29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Late Bloomers,1996.0,5,3.4,1.6733200530681511,1
1303,"Getaway, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Getaway,%20The%20(1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Getaway, The",1994.0,18,2.3333333333333335,0.9074852129730301,1
1304,New York Cop (1996),1996-01-01,,http://us.imdb.com/Title?New+York+Cop+(1996),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,New York Cop,1996.0,2,2.5,2.1213203435596424,2
1305,National Lampoon's Senior Trip (1995),1995-01-01,,http://us.imdb.com/M/title-exact?National%20Lampoon's%20Senior%20Trip%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,National Lampoon's Senior Trip,1995.0,7,2.4285714285714284,1.1338934190276817,1
1306,Delta of Venus (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Delta%20of%20Venus%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Delta of Venus,1994.0,2,3.0,2.8284271247461903,1
1307,Carmen Miranda: Bananas Is My Business (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Carmen%20Miranda:%20Bananas%20Is%20My%20Business%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Carmen Miranda: Bananas Is My Business,1994.0,2,1.5,0.7071067811865476,1
1308,Babyfever (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Babyfever%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Babyfever,1994.0,2,1.0,0.0,2
1309,"Very Natural Thing, A (1974)",1974-01-01,,"http://us.imdb.com/M/title-exact?Very%20Natural%20Thing,%20A%20(1974)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Very Natural Thing, A",1974.0,1,1.0,0.0,1
